color,num_critic_for_reviews,duration,director_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
Color,38,96,9,6044618,6200,26961,1,92,English,USA,R,10000000,2002,5.6,2.35,398
Color,9,107,58,305070,3843,1592,1,25,English,USA,R,20000000,1994,6.4,2.35,399
Color,75,83,7,10431220,24216,4024,0,162,English,USA,R,24000000,1999,4.1,1.85,401
Color,81,101,13,15408822,14147,2698,3,92,English,USA,PG-13,20000000,2003,5.6,1.85,401
Color,93,115,115,882710,16215,11433,2,138,English,USA,R,24000000,2000,6.4,2.35,401
Color,32,144,54,20400000,6304,2037,0,87,English,USA,Unrated,8000000,1946,6.9,1.37,403
 Black and White,26,88,0,7137502,4769,708,0,26,English,USA,R,175000,1986,6.5,1.85,406
Color,45,85,0,100669,2522,36885,1,11,English,USA,R,3800000,2009,5.8,2.35,407
Color,16,95,14,15278,1742,1185,1,158,English,USA,PG,825000,2002,5.6,1.85,409
Color,56,90,119,15549702,24038,3007,2,123,English,USA,PG-13,14000000,2003,4.6,1.85,411
Color,74,108,12,568695,16617,3921,2,110,English,USA,R,8000000,2005,6.5,2.35,412
Color,49,92,5,26000610,16611,28050,0,197,English,USA,PG,76000000,2000,4.1,1.85,413
Color,25,101,0,10696,10771,490,8,65,English,USA,R,6800000,2003,6.4,2.35,413
Color,50,98,9,101228,7228,20009,4,53,English,USA,R,3500000,2005,6.4,1.85,414
Color,66,95,31,4411102,20295,6161,1,164,English,USA,PG-13,100000000,2002,3.8,1.85,416
Color,104,108,105,22433915,21319,34377,1,166,English,USA,R,60000000,2002,6.2,2.35,416
Color,30,95,45,3559990,8005,1363,0,49,English,USA,R,3000000,1997,5.3,1.85,417
Color,45,83,5,100491683,14005,3438,0,67,English,USA,G,24000000,1998,5.9,1.85,418
Color,64,97,52,1141829,8509,209,1,109,English,USA,NC-17,700000,2001,7.2,1.85,420
Color,43,88,0,16988996,3875,8189,1,75,English,USA,G,35000000,2002,4,1.85,422
Color,42,94,0,4693919,11011,4484,0,78,English,USA,R,6500000,2008,4.6,1.85,422
Color,50,107,607,9795017,9227,5461,0,70,English,USA,R,50000000,1995,5.1,1.85,422
Color,23,94,4,1977544,3513,656,0,36,English,USA,R,250000,1995,6.5,1.85,423
Color,72,86,94,333976,12559,1373,0,90,English,USA,R,12000000,2002,6.4,2.35,423
Color,66,82,8,80920948,23943,2251,0,118,English,USA,G,30000000,2001,6,1.85,425
Color,69,90,25,1689999,3675,771,1,48,Spanish,USA,R,400000,2006,7.1,2.35,426
Color,79,104,11,3287435,8603,12250,2,115,English,USA,R,4500000,2001,7.1,1.85,430
Color,103,89,0,20916309,5332,88422,4,37,English,USA,PG,40000000,2009,4.9,1.85,431
Color,44,94,10,13264986,12077,1668,2,162,English,USA,PG-13,35000000,2001,6,1.85,433
 Black and White,65,89,24,2300000,7921,995,2,97,English,USA,Unrated,439000,1933,7.7,1.37,439
Color,89,84,134,20339754,23928,2737,2,73,English,USA,R,10000000,2007,5.9,1.85,441
Color,5,93,18,11784000,6701,1151,0,26,English,USA,PG,20000000,1994,4.3,1.85,444
Color,50,93,17,20380,7519,1245,1,39,English,USA,R,15000000,2007,5.9,1.85,445
Color,21,101,25,375474,2613,20354,0,46,English,USA,PG,20000000,2005,6.2,2.35,445
Color,25,93,70,5694308,13815,3128,0,46,English,USA,PG-13,7000000,2007,2,1.85,446
Color,49,94,80,36830057,10883,2151,2,73,English,USA,PG,65000000,1999,4.9,1.85,448
Color,75,95,5,13558739,15427,2729,0,121,English,USA,R,11000000,2001,5.3,1.85,449
Color,39,91,29,20400913,15455,3855,1,80,English,USA,R,45000000,1996,5.3,1.85,451
Color,75,90,234,241816,6246,642,0,76,English,USA,Unrated,42000,2000,7.5,2.35,451
Color,13,115,468,14587732,4795,1290,3,39,English,USA,PG-13,35000000,1991,5.7,2.35,452
Color,43,96,0,9449219,13949,995,2,98,English,USA,R,3500000,1996,6.1,1.85,453
Color,71,118,41,9059588,17261,1873,1,125,English,USA,R,15000000,2002,6.6,2.35,455
Color,21,107,24,8000000,3167,731,0,90,English,USA,Passed,3768785,1950,7,1.37,456
Color,43,90,16,85222,4285,163,0,84,English,USA,PG,1100,2004,6.6,1.85,456
Color,42,110,18,175370,6884,17417,1,133,English,USA,R,12000000,1999,4.6,1.85,458
Color,71,77,50,64736114,36471,2682,0,69,English,USA,PG,120000000,2002,5.4,1.85,459
Color,74,98,41,16323969,45775,18085,5,112,English,USA,PG-13,40000000,2004,5.5,1.85,462
Color,60,91,84,5480318,9427,2691,0,79,English,USA,R,5000000,1998,6.6,1.85,462
Color,103,97,10,28927720,22220,18688,0,181,English,USA,R,33000000,2000,5.3,1.85,463
Color,76,114,92,42168445,10791,3565,3,39,English,USA,PG-13,35000000,2008,5.3,1.85,464
 Black and White,67,80,7,5000000,4812,205,0,88,English,USA,Approved,210000,1953,6.7,1.37,465
Color,25,94,11,22189039,17074,2210,0,55,English,USA,R,15000000,1993,5.5,1.85,466
Color,110,116,18,30199105,25346,3753,0,167,English,USA,R,40000000,2000,5.7,2.35,470
Color,21,81,467,5228617,2770,1431,1,32,English,USA,R,100000,1987,7,1.85,471
Color,186,114,0,31199215,27664,589,8,120,English,USA,PG-13,58000000,2008,6,1.85,472
Color,78,96,38,198407,10282,774,1,78,English,USA,R,2000000,2006,6.6,1.85,474
Color,31,110,49,623374,4757,2120,2,67,English,USA,PG-13,38000000,2001,5.2,2.35,474
Color,50,108,19,19693891,12993,3344,2,107,English,USA,PG-13,34000000,2001,4.9,1.85,476
Color,103,100,0,85570368,44885,18291,1,107,English,USA,PG,38000000,2002,5.1,1.85,478
Color,52,106,10,27457409,3198,6419,4,43,English,USA,R,6000000,2001,6.3,1.85,478
Color,23,93,36,30400000,17810,2176,2,73,English,USA,PG,39000000,1996,5.7,2.35,478
Color,73,105,34,20422207,15052,4369,1,116,English,USA,PG-13,35000000,2004,5.2,2.35,484
Color,110,108,480,17803796,26100,4374,1,97,English,USA,PG-13,20000000,2006,5.9,2.35,484
Color,67,94,7,20627372,13661,3451,3,134,English,USA,PG-13,16000000,2000,5.3,1.85,487
Color,81,121,16,12549485,4603,3633,4,91,English,USA,R,15000000,2006,6.2,2.35,489
Color,29,95,4,7888703,8465,1389,1,65,English,USA,PG,3000000,1987,3.2,1.85,491
Color,63,104,30,21800302,12164,4462,1,63,English,USA,PG-13,30000000,2004,5.5,1.85,491
Color,20,105,121,10070000,5668,5023,3,50,English,USA,PG-13,25000000,1996,6.2,1.85,491
Color,70,108,6,2047570,6790,194,3,80,English,USA,R,500000,1999,7.6,1.85,491
Color,84,96,22,15427192,11768,11078,0,148,English,USA,PG-13,16000000,2000,5.6,1.85,492
Color,63,83,12,11631245,15015,5022,5,113,English,USA,PG,35000000,2006,4.2,1.85,494
Color,66,109,200,336456,7116,41645,2,79,English,USA,R,8000000,2003,5.6,1.85,494
Color,73,90,176,16647384,8398,4431,1,56,English,USA,PG,26000000,2006,5.1,2.35,498
Color,57,90,32,35231365,15517,6299,0,85,English,USA,PG,60000000,2000,3.6,1.85,500
Color,74,107,7,1282084,6221,2125,1,87,English,USA,R,2500000,1999,7,2.35,500
Color,13,98,15,8500000,2061,1761,0,34,English,USA,PG,20000000,1981,5.4,1.78,501
Color,50,101,17,14095303,15814,1634,1,68,English,USA,R,25000000,1996,5.4,2.35,503
Color,23,95,0,20047715,8008,616,1,26,English,USA,PG,25530000,1996,5.2,2.35,504
Color,53,93,32,10198766,12007,2393,3,105,English,USA,R,12000000,2002,5.4,1.85,507
Color,81,116,52,1980338,12366,1209,2,151,English,USA,R,5000000,1998,7,1.85,507
Color,34,115,88,43490057,5275,4737,6,30,English,USA,R,7500000,1997,6.9,1.85,508
Color,70,110,16,97360069,36491,5320,0,231,English,USA,PG,75000000,1999,4.1,1.85,509
Color,111,88,132,13367101,19715,1140,2,166,English,USA,R,6500000,2006,5.9,2.35,515
Color,21,89,23,8119205,4288,5535,3,21,English,USA,PG,28000000,1997,5.4,1.85,517
Color,100,95,4,7563670,21268,3651,0,53,English,USA,PG-13,10000000,2008,5.2,2.35,518
Color,40,95,10,25482931,9693,1421,2,33,English,USA,R,14000000,2002,5.7,2.35,530
Color,105,97,84,33105600,41663,1576,1,141,English,USA,PG-13,70000000,2002,5.4,1.37,531
Color,59,93,38,48114556,9380,4604,1,91,English,USA,PG,26000000,2004,4.3,2.35,531
Color,33,91,0,21370057,9903,1852,0,80,English,USA,R,12000000,1992,6,1.85,541
Color,79,102,91,47285499,26755,3037,3,104,English,USA,PG,26000000,2003,5,2.35,542
Color,49,84,23,10017041,8265,4815,3,20,English,USA,R,3000000,2009,5.9,1.85,545
Color,43,90,8,92900,3662,3146,1,23,English,USA,PG-13,5000000,2009,4.7,1.85,546
Color,125,118,57,18761993,19007,2944,1,219,English,USA,R,9000000,2005,6.9,2.35,549
Color,15,87,101,800000,2308,1700,0,35,English,USA,R,4000000,1987,4.8,1.85,550
Color,40,101,58,14942422,14226,14008,3,60,English,USA,R,40000000,1995,5.9,1.85,555
 Black and White,183,105,0,1304837,21481,2355,2,175,English,USA,R,32000000,2006,6.1,1.66,559
Color,133,90,0,65087,8824,408,0,108,English,USA,R,5000000,2007,6.2,1.85,559
Color,11,108,0,34746109,3122,3023,2,14,English,USA,R,8000000,1996,5.6,2.35,559
Color,74,82,7,13350177,7904,4856,5,113,English,USA,PG-13,5000000,2008,3.8,1.85,562
Color,38,97,101,15180000,3340,1631,1,50,English,USA,R,500000,1971,5.5,1.37,566
Color,8,105,29,178739,1015,1668,0,10,English,USA,PG-13,2450000,2011,3.9,1.85,566
Color,94,93,67,84185387,33180,7800,0,149,English,USA,PG,80000000,2004,4.9,1.85,567
Color,37,97,151,78030,1034,3021,2,10,English,USA,R,200000,2012,6.5,2.35,569
Color,88,108,234,548712,9233,12385,0,126,English,USA,R,2500000,2003,6.9,2.35,571
Color,65,112,28,4734235,8217,1227,0,123,English,USA,R,15000000,2000,6,1.85,573
Color,22,104,0,23031390,4345,2868,9,26,English,USA,R,4500000,1998,5.6,1.85,575
Color,125,81,5,7825820,13086,50831,0,156,English,USA,R,4000000,2006,5.9,1.85,576
Color,97,110,342,10200000,18697,1722,0,263,English,USA,PG,10000000,1997,7.3,1.85,578
Color,54,106,22,13376506,10413,4327,1,111,English,USA,PG-13,40000000,1999,6.3,1.85,579
Color,64,91,0,20035310,12324,4409,1,173,English,USA,PG-13,9000000,2000,4.9,1.85,580
Color,40,90,44,4000000,6046,872,0,46,English,USA,R,350000,1987,4.7,1.85,583
Color,151,98,323,18990542,22264,2763,3,289,English,USA,R,70000000,2002,3,2.35,584
Color,27,81,8,26906039,29621,2653,2,76,English,USA,PG-13,18000000,1996,5.3,1.85,588
Color,14,112,9,173783,578,1252,0,34,English,USA,Not Rated,2500000,2008,7.6,1.85,588
Color,100,91,394,14218868,14596,1262,0,282,English,USA,PG-13,65000000,2000,4.8,2.35,589
Color,93,99,26,25584685,15877,3327,5,102,English,USA,PG,20000000,2007,5.9,2.35,590
Color,54,91,38,16702864,8023,18711,0,49,English,USA,PG,18000000,2004,5.2,1.85,591
Color,31,130,0,13052741,8531,3968,0,57,English,USA,PG-13,36000000,1996,6.7,1.85,591
 Black and White,123,89,13,653621,5615,1136,0,64,English,USA,NC-17,2000000,2005,6.8,1.85,592
Color,64,127,73,23209440,9283,12785,3,112,English,USA,R,30000000,1998,7,1.85,592
Color,105,88,8,28133159,30055,33822,1,70,English,USA,PG,50000000,2006,5.9,1.85,593
Color,40,90,7,22235901,4339,2815,2,31,English,USA,R,6000000,2001,6.1,1.85,593
Color,88,76,129,255352,4423,132,2,57,English,USA,Unrated,300000,2006,6.7,1.66,594
Color,75,90,15,5844929,6000,2510,1,109,English,USA,PG-13,3000000,2002,7,1.85,595
Color,31,109,148,14821531,6915,3843,2,209,English,USA,R,6000000,1997,7.3,1.85,599
Color,61,87,129,64172251,19079,2911,1,122,English,USA,PG-13,30000000,2001,5.4,1.85,602
Color,16,100,12,982214,1976,295,0,51,English,USA,R,1000000,1998,7.2,1.85,603
Color,102,102,19,14967182,27305,14463,1,284,English,USA,R,40000000,2000,5.1,2.35,604
Color,129,74,11,60507228,27543,814,0,186,English,USA,G,80000000,1999,7.3,1.78,607
Color,75,112,58,712294,9408,859,1,68,English,USA,R,1500000,2005,6.7,1.66,608
Color,93,107,11,16088610,10417,3742,2,39,English,USA,PG,55000000,2009,5.6,2.35,610
Color,31,101,154,53146000,9845,3174,1,77,English,USA,R,20000000,1996,6.1,1.85,613
Color,61,86,70,10397365,11693,2165,5,104,English,USA,PG-13,14000000,2001,5.4,2.35,613
Color,66,98,17,14114488,13190,3827,0,114,English,USA,PG-13,10500000,1988,4.5,1.85,616
Color,46,108,350,5600000,11913,8349,1,97,English,USA,R,47000000,1996,5.8,1.85,616
Color,40,105,29,35324232,32224,1132,1,62,English,USA,R,68000000,1995,5.6,2.35,617
Color,70,87,25,16290976,14637,3243,0,100,English,USA,G,24000000,1999,6.2,1.85,619
Color,111,115,11,48472213,51252,4305,2,156,English,USA,PG-13,45000000,2005,5,2.35,621
Color,119,97,164,12212417,30643,1172,3,144,English,USA,R,15000000,2003,6.7,2.35,622
Color,22,121,0,14545844,4756,1284,4,38,English,USA,R,6500000,1988,5.8,1.85,624
Color,87,78,5,58336565,12845,11124,0,118,English,USA,G,50000000,2006,6.6,1.85,624
Color,44,152,309,36000000,9456,825,0,107,English,USA,Not Rated,4000000,1952,6.7,1.37,625
Color,73,96,0,14208384,11520,977,2,105,English,USA,PG-13,30000000,2003,5.6,1.85,625
Color,70,132,0,2899970,8039,16878,2,161,English,USA,R,32000000,1999,6.9,2.35,625
Color,105,96,845,18967571,23345,3072,2,167,English,USA,R,30000000,1998,6.1,2.35,629
Color,40,99,0,14358033,17365,2125,2,66,English,USA,PG-13,40000000,1992,5.9,2.35,630
Color,95,148,0,630779,11101,5,0,159,English,USA,R,35000000,1999,6.8,2.35,633
Color,114,100,1000,11694528,7721,2165,0,72,English,USA,R,3000000,2005,7.2,1.85,635
Color,49,117,138,134904,2395,3204,9,17,English,USA,R,25000000,2010,5.7,1.78,636
Color,4,92,4,425899,1123,168,0,31,English,USA,PG,400000,2010,5.1,1.78,638
Color,44,95,0,37788228,15046,4537,1,80,English,USA,PG-13,35200000,2003,5.4,1.85,638
Color,36,114,61,18653615,14786,22040,2,103,English,USA,PG-13,23000000,1999,6.1,2.35,638
Color,115,122,2000,22362500,35599,15275,0,195,English,USA,PG-13,55000000,1999,6.1,1.85,641
Color,18,75,10,3562749,5600,7394,0,49,English,USA,G,32000000,1997,6.9,1.33,643
Color,37,96,0,15062898,11729,6861,0,106,English,USA,R,14000000,1998,6,1.85,645
Color,49,91,6,8080116,6562,10732,0,66,English,USA,PG,15000000,2006,5.6,1.85,647
Color,44,96,4,10494147,7403,3142,1,162,English,USA,PG-13,15000000,2000,5.1,1.85,648
Color,132,116,41,30013346,31293,14028,2,254,English,USA,PG-13,75000000,2003,5.3,2.35,648
Color,51,107,48,12372410,11709,4971,1,101,English,USA,PG-13,24000000,2000,5.3,1.85,650
Color,144,86,378,5542025,12197,3535,0,150,English,USA,PG-13,12000000,2006,6.3,1.85,650
Color,27,113,7,4720371,3203,11116,2,85,English,USA,PG,7000000,2001,6.5,1.85,650
 Black and White,114,113,11000,5032496,20576,943,0,161,English,USA,R,12000000,1998,6.3,1.66,652
Color,85,220,0,15527125,11388,15006,2,183,English,USA,PG-13,57000000,2000,5.8,2.35,652
Color,62,100,277,11900000,11003,22006,0,148,English,USA,R,30000000,1999,5.5,1.85,654
 Black and White,94,106,5,2436,344,1611,2,19,English,USA,Not Rated,2000000,2012,5.7,2.35,655
Color,83,88,82,25615792,10161,4378,0,50,English,USA,PG-13,25000000,2009,3.5,1.85,657
Color,133,95,0,89808372,46417,3500,2,297,English,USA,PG-13,45000000,2003,4.6,1.85,660
Color,79,82,216,131617,9971,5761,1,119,English,USA,R,10000000,2005,6.3,1.85,661
Color,51,98,681,3799339,8000,139,1,138,English,USA,R,250000,2002,7.2,1.85,661
Color,65,99,14,70163652,31968,19334,0,82,English,USA,PG-13,40000000,2006,4.6,1.85,663
Color,29,97,420,41067398,22748,2530,2,41,English,USA,R,25000000,1997,6.1,2.35,666
Color,40,91,909,6706368,22800,1048,0,133,English,USA,R,160000,1989,7.5,1.66,667
Color,36,104,644,42610000,60293,1093,1,114,English,USA,R,55000000,1994,5.5,1.85,669
Color,58,84,71,13592872,10777,10982,1,79,English,USA,R,11000000,2000,5.1,1.85,671
Color,51,94,112,1744858,6084,3085,1,120,English,USA,R,1000000,2000,7,2.35,671
Color,106,124,161,5755286,18310,26334,1,63,English,USA,PG-13,55000000,2007,5.9,2.35,672
Color,46,107,0,63231524,8962,5264,4,137,English,USA,PG-13,6000000,2006,5,1.85,676
Color,78,104,0,1779284,12047,1292,4,122,English,USA,R,12000000,2002,7.1,1.85,677
Color,12,128,545,24332324,13830,3126,1,61,English,USA,PG-13,40000000,1994,6.1,1.85,680
Color,93,84,0,111760631,40227,22935,3,188,English,USA,PG,38000000,2003,4.1,1.85,681
Color,88,113,0,18882880,20539,4039,3,125,English,USA,R,20000000,2007,5.9,2.35,681
Color,110,97,0,7022940,14018,1173,1,190,English,USA,R,1000000,2001,6.7,1.85,682
Color,74,93,253,5409517,14280,5580,0,171,English,USA,PG-13,75000000,2001,4.7,1.85,683
Color,211,105,500,20338609,19655,12946,8,280,English,USA,PG-13,10000000,2006,6.8,2.35,683
Color,94,97,27,31526393,22243,2730,0,144,English,USA,PG-13,25000000,2004,4.6,2.35,686
Color,98,104,144,20668843,16831,2453,3,54,English,USA,PG-13,22000000,2008,5.8,2.35,687
Color,106,102,43,24044532,19686,1440,0,180,English,USA,R,38000000,2001,5.6,1.85,689
Color,104,112,37,3169424,18442,2417,1,59,English,USA,PG-13,13000000,2007,6.8,2.35,689
Color,161,107,69,36279230,42144,1352,0,213,English,USA,PG-13,60000000,2006,6.1,2.35,690
Color,73,85,84,144156464,74343,4166,0,98,English,USA,PG-13,71500000,1998,5.3,1.85,694
Color,27,118,0,46451,7663,27756,2,38,English,USA,R,7000000,2010,6,1.85,694
Color,25,106,323,45500797,17443,519,2,56,English,USA,PG-13,40000000,1992,6,2.35,694
Color,59,115,333,10556196,16562,2606,2,73,English,USA,PG-13,50000000,1997,6.2,2.35,697
Color,65,91,91,381186,13485,3299,0,90,English,USA,R,900000,2005,6.4,2.35,698
Color,106,137,102,22406362,16832,5780,0,267,English,USA,PG-13,107000000,2004,6,2.35,701
Color,106,137,102,22406362,16832,5780,0,267,English,USA,PG-13,107000000,2004,6,2.35,701
Color,57,115,168,183088,11704,2243,0,36,English,USA,R,15000000,2008,7,1.85,702
Color,146,102,65,32853640,50199,3239,1,101,English,USA,PG-13,40000000,2008,5.7,2.35,702
Color,112,102,241,7659747,14962,14165,1,204,English,USA,R,38000000,2003,5.1,1.85,704
Color,146,110,16000,26199517,34356,18635,1,260,English,USA,R,50000000,2002,6.4,2.35,705
Color,2,112,74,96734,606,263584,3,5,English,USA,PG-13,1000000,2012,5.6,1.85,706
Color,114,96,101,1325073,18762,1208,0,91,English,USA,R,4000000,2005,6.6,2.35,708
Color,16,100,32,15369573,2580,1441,1,54,English,USA,PG,3000000,1990,5.3,1.85,710
Color,76,99,272,12181484,26390,1189,1,176,English,USA,PG-13,40000000,2004,4.8,1.85,713
Color,66,119,422,4992159,23823,3306,2,201,English,USA,R,8550000,2004,5.6,2.35,713
Color,75,104,87,10696210,35018,3148,0,180,English,USA,PG-13,23500000,1993,3.9,1.85,716
Color,93,119,0,37486138,30890,2052,1,106,English,USA,PG-13,50000000,2004,6,1.85,718
Color,23,129,0,16153600,8295,19065,1,30,English,USA,R,10000000,1990,6.5,1.85,720
Color,86,85,21,28563926,16300,3819,0,217,English,USA,PG-13,8500000,2002,5,2.35,720
Color,12,95,43,306715,5143,5213,1,62,English,USA,PG-13,10000000,1998,2.3,1.85,724
Color,157,109,80,45489752,48973,28493,2,214,English,USA,PG-13,26000000,2004,6.5,1.85,736
Color,45,99,1000,10572742,2326,2269,1,21,English,USA,PG-13,8000000,2009,6.1,1.85,738
Color,97,96,221,19351569,33287,664,1,201,English,USA,PG-13,22000000,2001,5.9,1.85,739
Color,107,101,43,51758599,27580,5942,0,232,English,USA,R,33000000,2001,5.5,2.35,742
Color,94,95,58,52580895,30255,27351,1,118,English,USA,PG,45000000,2005,5.6,2.35,743
Color,92,98,7,30306281,12388,1917,2,147,English,USA,R,10000000,2002,5.6,2.35,744
Color,76,98,48,61112916,14888,24664,0,83,English,USA,PG,50000000,2006,4.4,2.35,747
Color,151,120,17,24375436,42547,33585,1,265,English,USA,R,42000000,2001,6.1,2.35,748
Color,72,88,20,592014,5709,78,3,114,English,USA,Unrated,218,2003,7.2,1.37,754
Color,49,107,124,14375181,8692,3374,2,126,English,USA,PG-13,51000000,1987,4.2,1.85,754
Color,122,111,50,9180275,22145,4288,0,231,English,USA,R,1200000,2000,7.7,1.85,756
Color,27,101,88,22294341,12278,4629,3,71,English,USA,PG-13,21500000,1996,6.5,1.85,758
Color,109,112,11000,4839383,21613,12766,0,148,English,USA,PG-13,16000000,2002,6.6,1.85,762
Color,157,101,47,8243880,28714,3086,1,215,English,USA,R,3200000,2003,7,2.35,762
Color,65,100,15,16247775,23527,4789,3,104,English,USA,PG,25000000,2005,5.5,1.85,767
Color,118,141,300,16123851,17373,1618,2,148,English,USA,PG-13,23000000,2004,6.2,2.35,767
Color,91,102,167,75074950,22147,2754,0,156,English,USA,PG-13,12000000,2002,6.3,1.85,770
Color,75,95,32,82301521,22679,3558,2,149,English,USA,PG,32000000,2005,4.6,1.85,773
Color,171,105,12,48745150,50170,101383,1,306,English,USA,PG-13,50000000,2006,5.8,2.35,773
Color,27,90,6,124720,1560,4987,0,15,English,USA,PG,5000000,2008,7.3,1.85,777
Color,59,100,65,19118247,19829,6171,5,94,English,USA,PG-13,40000000,2005,5.4,2.35,779
Color,77,94,163,82569532,42737,20348,6,128,English,USA,PG,60000000,2005,5.4,2.35,781
Color,117,97,420,28328132,38298,9814,2,147,English,USA,PG-13,58000000,2004,6.3,2.35,782
Color,56,124,179,8406264,24826,13093,3,175,English,USA,R,38000000,1999,6,2.35,783
Color,127,90,48,11802056,31640,1865,1,109,English,USA,PG,60000000,2008,4.9,1.85,791
Color,128,116,541,30157016,39659,12993,2,189,English,USA,PG-13,70000000,2002,5.6,2.35,792
Color,36,97,4,62480,1048,928,1,7,English,USA,R,1000000,2015,5.5,2.39,793
Color,116,80,12,75367693,58961,13430,0,232,English,USA,PG,35000000,2004,5,1.85,795
Color,81,98,11,50189179,61966,2018,2,207,English,USA,PG-13,60000000,2002,5.3,1.85,797
Color,45,83,119,7001720,8560,2907,2,205,English,USA,PG-13,12000000,2008,4.3,2.35,797
Color,34,99,2,1889522,1119,2589,2,12,English,USA,G,7000000,2009,6.5,2.35,797
Color,121,105,163,132541238,30058,2505,2,236,English,USA,PG-13,33000000,2003,5.5,2.35,800
Color,22,86,15,111300,575,2,0,6,English,USA,Not Rated,225000,2012,7.5,2.35,801
Color,95,106,12,17951431,25462,4239,1,200,English,USA,PG-13,30000000,2001,5.8,2.35,804
Color,99,85,64,48546578,50415,6539,0,613,English,USA,PG-13,20000000,2006,2.7,1.85,806
Color,191,96,47,12570442,40514,4053,0,234,English,USA,R,10000000,2005,6.8,2.35,808
Color,65,82,217,30084,5507,11642,3,23,English,USA,R,70000,2014,5.6,1.85,812
Color,81,97,152,7282851,9502,1395,1,100,English,USA,R,3000000,1988,6.5,1.85,812
Color,128,94,11000,17071230,31169,23283,0,192,English,USA,PG,18000000,2000,6.7,1.85,812
Color,47,101,0,38590500,17997,1860,1,140,English,USA,R,50000000,1994,4.4,2.35,812
Color,104,109,128,13491653,23728,14995,0,213,English,USA,R,18000000,2001,6.1,2.35,813
Color,81,89,11,12693621,10885,4060,0,271,English,USA,PG-13,17000000,2002,4.8,2.35,814
Color,79,97,13,19819494,26893,13628,0,126,English,USA,R,70000000,1998,5.8,2.35,815
Color,50,94,9,8735529,8055,13524,4,89,English,USA,PG-13,15000000,2000,5.5,1.85,816
Color,5,86,24,39552600,3411,1090,0,36,English,USA,G,500000,1974,6.1,1.85,816
Color,40,110,0,3468572,10073,1966,0,78,English,USA,R,4000000,1988,7.3,1.85,816
Color,137,90,65,10042266,23021,3155,0,220,English,USA,PG-13,1000000,2005,5.9,2.35,816
Color,101,99,54,8712564,16555,1721,0,139,English,USA,R,27000000,2004,5.9,1.33,817
Color,15,105,121,13854000,21079,14677,0,55,English,USA,PG-13,20000000,1988,5.2,1.85,818
Color,50,92,737,14891000,15088,2240,3,105,English,USA,R,7000000,1996,6.8,1.85,824
Color,116,103,11000,7496522,31798,12534,0,178,English,USA,PG-13,26000000,2001,6.8,1.37,826
Color,128,108,11000,3203044,25165,14843,2,155,English,USA,R,18000000,2003,6.4,2.35,827
Color,36,123,0,25900000,12771,18793,1,84,English,USA,R,58000000,1984,6.5,1.85,828
Color,34,124,50,51045801,11370,3653,2,54,English,USA,PG-13,60000000,1996,6.1,1.85,829
Color,121,93,131,2426851,16224,776,1,76,English,USA,R,4000000,2007,6.5,2.55,830
Color,25,100,15,26539321,7984,2486,1,42,English,USA,PG,13000000,1996,5.9,1.85,833
Color,86,103,65,14448589,19364,12566,2,128,English,USA,PG-13,40000000,2002,5.8,2.35,835
Color,37,99,18,7059537,8279,2321,0,101,English,USA,PG-13,3000000,2006,3,1.85,837
Color,136,99,23,4681503,29058,2478,1,238,English,USA,R,9000000,2002,7,2.35,838
Color,27,93,69,10097096,5612,955,2,38,English,USA,R,4000000,2001,4.6,1.85,842
Color,21,98,70,1953732,4996,1351,0,62,English,USA,R,15000000,1986,5.3,2.35,843
Color,137,104,272,1089365,23767,71973,1,111,English,USA,R,25000000,2008,5.7,2.35,845
Color,105,96,11000,32122249,69319,22889,1,138,English,USA,R,60000000,2002,5.9,1.85,846
Color,127,104,13,23020488,42324,2422,3,180,English,USA,PG-13,52000000,2003,5.5,2.35,846
Color,95,127,96,14378353,12375,2393,1,194,English,USA,PG-13,36000000,1999,6.8,2.35,846
Color,58,87,29,6563357,18571,4218,4,120,English,USA,R,20000000,2008,5.3,2.35,847
Color,70,91,29,14018364,17722,3974,1,111,English,USA,PG,30000000,2004,4.8,1.85,849
Color,65,111,13,29106737,15582,1450,0,132,English,USA,R,15000000,1998,6,1.85,849
Color,26,85,0,36497,7367,14599,0,37,English,USA,R,6000000,2008,4.7,1.85,850
Color,73,101,22,17655201,4719,3317,1,24,English,USA,G,10000000,2008,6.7,1.85,851
Color,126,124,287,23360779,31113,10838,0,212,English,USA,R,34000000,2000,5.7,2.35,852
Color,78,172,438,22843047,6082,2397,1,207,English,USA,R,55000000,1998,5.9,1.85,853
Color,63,90,49,5108820,12519,12776,5,112,English,USA,R,24000000,2000,5.9,2.35,853
Color,25,109,6,69800000,18140,2419,1,60,English,USA,R,10000000,1980,6.1,1.85,855
Color,20,106,277,10555348,17349,24887,0,42,English,USA,PG-13,20000000,1989,6,2.35,855
Color,46,96,0,371081,7479,51441,2,86,English,USA,PG-13,6000000,2004,7,1.85,857
Color,85,100,38,11576087,14747,2497,3,338,English,USA,PG-13,30000000,1999,4.1,2.35,858
Color,73,89,18,66734992,23476,1233,0,181,English,USA,PG,60000000,2003,4.4,2.35,858
Color,72,92,26,5018450,8546,2687,0,86,English,USA,R,8000000,2000,5.3,2.35,859
Color,47,107,956,4741987,6782,10368,1,114,English,USA,R,14000000,1999,6.6,1.85,860
